commit_id,commit_date,commit_message,actual_files_modified,transformed_message_gpt4
2a01ac897d98e1794666782ece6673185613171a,1505068675,"avoid false positive on fiber_verify().

* cont.c (fiber_store): move `cont_save_machine_stack()` timing to
  avoid `fiber_verify()` false positive on `FIBER_USE_NATIVE == 0`
  and `GC.stress = true`.
  This patch is very dirty and it should be removed soon.


git-svn-id: svn+ssh://ci.ruby-lang.org/ruby/trunk@59830 b2dd03c8-39d4-4d8f-98ff-823fe69b080e
",['cont.c'],"`fiber_verify()` is causing false positives when `FIBER_USE_NATIVE == 0` and `GC.stress = true`, due to `cont_save_machine_stack()` execution timing in `fiber_store`."
2ac58e689131e368a0148b05856054c0e04d7409,1468400987,"* enc/iso_8859_9.c, test/ruby/enc/test_case_comprehensive.rb:
  Implement non-ASCII case conversion for ISO-8859-9, by Kazuki Iijima.
* enc/iso_8859_9.c: Exclude dotless i/I with dot from case-insensitive
  matching because they are not a case pair.
* test/ruby/enc/test_iso_8859.rb: Make test coverage for ISO-8859-9
  a bit more complete.


git-svn-id: svn+ssh://ci.ruby-lang.org/ruby/trunk@55666 b2dd03c8-39d4-4d8f-98ff-823fe69b080e
","['enc/iso_8859_9.c', 'test/ruby/enc/test_case_comprehensive.rb', 'test/ruby/enc/test_iso_8859.rb']","ISO-8859-9 encoding doesn't correctly implement non-ASCII case conversion, while dotless i/I with a dot aren't correctly excluded from the case-insensitive matching process. Test coverage for ISO-8859-9 isn't comprehensive."
2c80c9495e4217d8449eb47deedd5adaf6374c0b,1439325312,"rb_parser_compile_*: remove volatile arg

RB_GC_GUARD is sufficient to prevent tail call optimization from
making the object invisible from GC., and we don't need to
encourage more volatile usage.

* parse.y (rb_parser_compile_cstr): remove volatile arg
  (rb_parser_compile_string): ditto
  (rb_parser_compile_file): ditto
  (rb_parser_compile_string_path): ditto
  (rb_parser_compile_file_path): ditto
  [ruby-core:70323] [Misc #11431]

git-svn-id: svn+ssh://ci.ruby-lang.org/ruby/trunk@51537 b2dd03c8-39d4-4d8f-98ff-823fe69b080e
","['node.h', 'parse.y']",Unnecessary use of volatile argument in rb_parser_compile_* functions potentially obstructing GC due to tail call optimization.
2d4bc584eef5dcd11dbae4c92fe8b404f054ff46,1446857711,"* vm_trace.c (rb_threadptr_exec_event_hooks_orig):
  maintain trace_running counter on internal events.

  This patch is made by Takashi Kokubun <takashikkbn@gmail.com>.
  [Bug #11603] https://github.com/ruby/ruby/pull/1059




git-svn-id: svn+ssh://ci.ruby-lang.org/ruby/trunk@52476 b2dd03c8-39d4-4d8f-98ff-823fe69b080e
",['vm_trace.c'],Internal events are not maintaining trace_running counter properly.
2d4c248d77fc1918536fc59befe67d9bcbb47097,1544694077,"thread_pthread.c (native_ppoll_sleep): drop ubf_select references

We don't use ubf_select after r65495 / 5de7b3b4f27df747899c243adbb10c9799ad1399
(""thread_pthread.c (native_ppoll_sleep): new eventfd (or pipe) for ubf""),
so we don't need to unregister the thread from the ubf list.

git-svn-id: svn+ssh://ci.ruby-lang.org/ruby/trunk@66382 b2dd03c8-39d4-4d8f-98ff-823fe69b080e
",['thread_pthread.c'],Unnecessary unregistration of the thread from the ubf list in native_ppoll_sleep due to non-use of ubf_select.
2d670274481647bf3bc9c82a9472bc8500a97a45,1620629963,"Removed missing/dup2.c

This function should be always available, as POSIX-compliant or
Windows platform are required since 1.9.  Also the code in this
file is MT-unsafe.
","['include/ruby/missing.h', 'io.c', 'missing/dup2.c']","The function in missing/dup2.c is always available but the code is multi-threading unsafe, posing potential issues on POSIX-compliant or Windows platforms required since 1.9."
2d8841791facb07155c710d8a7db7b0bf8be0d21,1478354018,"IPAddr#== and IPAddr#<=> no longer raise an exception if coercion fails

* lib/ipaddr.rb (IPAddr#==): If coercion fails, return false
  instead of passing through the exception. [ruby-core:77451]
  [Bug #12799]

* lib/ipaddr.rb (IPAddr#<=>): If coercion fails, return nil
  instead of passing through the exception. [ruby-core:77451]
  [Bug #12799]

git-svn-id: svn+ssh://ci.ruby-lang.org/ruby/trunk@56594 b2dd03c8-39d4-4d8f-98ff-823fe69b080e
","['lib/ipaddr.rb', 'test/test_ipaddr.rb']",Coercion failures in the methods IPAddr#== and IPAddr#<=> are causing unwanted exceptions to be raised.
3044a0bcd90b2176ed471a6fb970ad37d5f162cd,1463346693,"proc.c: fix RDoc of Proc#===/call/yield/[]

[Bug #12332]

Since r52050 (""proc.c: enable optimization of Proc#call"")
for [Feature #11569], we need to maintain this documentation
in a way RDoc comprehends.  This is probably not worth fixing
in RDoc itself since this uses a non-standard internal C API
which is subject to change without notice.

ref:
http://mid.gmane.org/20160429212836.GA16605@dcvr.yhbt.net
http://mid.gmane.org/1461959651.806728.670.51764@mail.rambler.ru
http://blade.nagaokaut.ac.jp/ruby/ruby-talk/435458

git-svn-id: svn+ssh://ci.ruby-lang.org/ruby/trunk@55010 b2dd03c8-39d4-4d8f-98ff-823fe69b080e
",['proc.c'],"The RDoc documentation for Proc#===/call/yield/[] is not being properly maintained, preventing comprehension due to the enablement of optimization of Proc#call since r52050."
326d89b7cee05b33e6f73fb293a4ae9d5af6f7f2,1598375650,"Correctly account for heap_pages_final_slots so it does not underflow

`rb_objspace_call_finalizer` creates zombies, but does not do the correct accounting (it should increment `heap_pages_final_slots` whenever it creates a zombie). When we do correct accounting, `heap_pages_final_slots` should never underflow (the check for underflow was introduced in 39725a4db6b121c7779b2b34f7da9d9339415a1c).

The implementation moves the accounting from the functions that call `make_zombie` into `make_zombie` itself, which reduces code duplication.
",['gc.c'],The `rb_objspace_call_finalizer` misappropriates `heap_pages_final_slots` resulting in underflow when creating zombies.
38cfb957dd74948b5b18ead36ac6cac494b9c423,1440550030,"id_table.h: callback function types

* id_table.h (rb_id_table_foreach_func_t): define callback
  function type for rb_id_table_foreach().

* id_table.h (rb_id_table_foreach_values_func_t): ditto for
  rb_id_table_foreach_values().

git-svn-id: svn+ssh://ci.ruby-lang.org/ruby/trunk@51682 b2dd03c8-39d4-4d8f-98ff-823fe69b080e
","['id_table.c', 'id_table.h']",Definition of callback function types for `rb_id_table_foreach()` and `rb_id_table_foreach_values()` does not exist in `id_table.h`.
39c4aeec4cf9f127ecb4b0cae92c58540fea6a7c,1538541463,"Fix wrong use of BIGNUM_EMBED_LEN_NUMBITS

* internal.h (BIGNUM_EMBED_LEN_SHIFT): BIGNUM_EMBED_LEN_NUMBITS is the
  bit width of embedded bignum length, and BIGNUM_EMBED_LEN_SHIFT is
  the bit offset of it.  These two values happened to equal by chance,
  however they are different things.

git-svn-id: svn+ssh://ci.ruby-lang.org/ruby/trunk@64904 b2dd03c8-39d4-4d8f-98ff-823fe69b080e
",['internal.h'],"BIGNUM_EMBED_LEN_NUMBITS is mistakenly used in place of BIGNUM_EMBED_LEN_SHIFT, leading to potential discrepancies in calculation as the two values differ fundamentally despite occasionally producing the same result."
3b257773a55b3d58e8a41d82203bb5a66304f3fe,1542084943,".travis.yml: specify --tty=no

To reduce the amount of output, prefer --tty=no instead of
--color=never.  This option not only disables color output but also
kill some tty-related features, like spinners.  Travis limits its
output by the physical size of the log, not by the number of lines.
This change should make more room for new logs.


git-svn-id: svn+ssh://ci.ruby-lang.org/ruby/trunk@65702 b2dd03c8-39d4-4d8f-98ff-823fe69b080e
",['tool/m4/_colorize_result_prepare.m4'],"Excessive output in Travis logs due to tty-related features like spinners is causing logs to hit physical limit, reducing room for new logs."
3dc7727d22fecbc355597edda25d2a245bf55ba1,1532910668,"thread.c: move ppoll wrapper into thread_pthread.c

thread_pthread.c relies on ppoll for rb_sigwait_sleep, so ensure
the compatibility wrapper is available for it.

[Bug #14950]

Reported-by: SHIBATA Hiroshi <hsbt@ruby-lang.org>
Reported-by: Greg L <Greg.mpls@gmail.com>

git-svn-id: svn+ssh://ci.ruby-lang.org/ruby/trunk@64110 b2dd03c8-39d4-4d8f-98ff-823fe69b080e
","['thread.c', 'thread_pthread.c']",'Incompatibility issue in thread_pthread.c due to unavailability of ppoll wrapper creating problems for rb_sigwait_sleep function.'
4096e4b08c46dddb8edc9dabf70e737946ac6df8,1569758274,"Move the logic to test bundled gems to Ruby code

* Writing shell scripts in a Makefile is very error-prone.
* TEST_BUNDLED_GEMS_ALLOW_FAILURES seemed to not work before.
",['tool/test-bundled-gems.rb'],The Makefile shell scripts testing bundled gems are error-prone and the TEST_BUNDLED_GEMS_ALLOW_FAILURES functionality appears to be non-functional.
41f4ac6aa21588722a6323dbbc34274b7e9aec49,1525157743,"ast.c: use enum in switch for warnings

* ext/-test-/ast/ast.c (node_children): use enum instead of int
  for not-handled enumeration value in switch warnings.

* ext/-test-/ast/ast.c (node_children): fix the rb_bug message.

git-svn-id: svn+ssh://ci.ruby-lang.org/ruby/trunk@63313 b2dd03c8-39d4-4d8f-98ff-823fe69b080e
",['ext/-test-/ast/ast.c'],"Not-handled enumeration warning values are currently causing issues when using switch statements, and rb_bug message needs correction in node_children.
"
423d042371d0402071c309dc403ea2701600a98b,1455351141,"no_proxy with whitespaces and leading dots

* lib/uri/generic.rb (find_proxy): exclude white-spaces and allow
  for a leading dot in the domain name in no_proxy.
  [ruby-core:54542] [Feature #8317]

The previous implementation wouldn't allow for white-spaces nor a leading dot
in the domain name. The latter is described in the wget documentation as a valid case.

By being more strict on the characters, which are counted to a domainname,
we allow for white-spaces.
Also, a possible leading dot will be handled gracefully.

[Fix GH-285]

git-svn-id: svn+ssh://ci.ruby-lang.org/ruby/trunk@53816 b2dd03c8-39d4-4d8f-98ff-823fe69b080e
","['lib/uri/generic.rb', 'test/uri/test_generic.rb']","The current no_proxy implementation does not allow for white-spaces or a leading dot in the domain name, leading to issues with certain valid domain configurations."
44cf5baa62469d5f8f6cca592ef2c3b25b80ed02,1514971151,"dln.c: dln_incompatible_library_p

* dln.c (dln_incompatible_library_p): renamed as the error message
  with dln prefix, since it is not bound to xmalloc restrictively.

git-svn-id: svn+ssh://ci.ruby-lang.org/ruby/trunk@61577 b2dd03c8-39d4-4d8f-98ff-823fe69b080e
",['dln.c'],Error message with 'dln' prefix incorrectly bound restrictively to 'xmalloc' in 'dln_incompatible_library_p'.
4c5e862434157c4ef258f432431262b3685c4036,1638529251,"[rubygems/rubygems] Improve source gemfile/lockfile equivalence checks

Since we no longer have multiple global sources, each top level dependency is
always pinned to a single source, so it makes little sense to talk about
adding or removing a source. Instead, source changes always mean to
change the source one or more dependencies are pinned to. This logic can
now be much simpler.

https://github.com/rubygems/rubygems/commit/f1d33fa0df
","['lib/bundler/definition.rb', 'spec/bundler/install/deploy_spec.rb']","Issues with source gemfile/lockfile equivalence checks as each top level dependency, instead of being added or removed, is always pinned to a single source."
4c875b6e667d205fef5533670460e2043c9aaa6a,1540427783,"time.c: benchmark recovery

* time.c (time_localtime): check if `vtm.zone` is a simple zone
  name string before trying to call the conversion method.  since
  r64952, `Time.getlocal` on UTC time has lost the performance
  about 45%, due to this call.  the performance is about 90% of
  r64951 by avoiding it.

git-svn-id: svn+ssh://ci.ruby-lang.org/ruby/trunk@65360 b2dd03c8-39d4-4d8f-98ff-823fe69b080e
",['time.c'],The implementation of `Time.getlocal` method for UTC time has lost significant performance (about 45%) due to unnecessary conversion method calls.
54072e329cab7207fba133caba4fc12b45add8f9,1575890509,"Add ipaddr optional parameter to Net::HTTP#start

to replace the address for TCP/IP connection [Feature #5180]

There're 3 layers of hostname:
* host address for TCP/IP
* TLS server name
* HTTP Host header value
To test DNS round robin or check server certificate from server local,
people sometimes want to connect server with given IP address but keep
TLS server name and HTTP Host header value.

closes [Feature #15215]
closes https://github.com/ruby/ruby/pull/1893
closes https://github.com/ruby/ruby/pull/1977
","['lib/net/http.rb', 'test/net/http/test_https.rb']","During DNS round robin testing or server certificate checks from server locals, there's no option to connect to a server using a specific IP address while maintaining the original TLS server name and HTTP Host header value."
561dda99344536cb281b5a55c48856d3dae717c6,1646877231,"[DOC] Enhanced RDoc for String (#5635)



Treats:

    #count
    #delete
    #delete!
    #squeeze
    #squeeze!

Adds section ""Multiple Character Selectors"" to doc/character_selectors.rdoc.

Co-authored-by: Peter Zhu <peter@peterzhu.ca>",['string.c'],"The documentation for String methods #count, #delete, #delete!, #squeeze, and #squeeze! and the ""Multiple Character Selectors"" section in character_selectors.rdoc are missing or inadequate."
56faa13a1c5261a0d046a4c0203e88fccfafae17,1575170690,"remove spaces to pass a test.

23d7f4c5e1ce164e78d77de694dccc0c41f6de3d breaks a test which expect
to match error message. To avoid this failure, use #strip for expect
and actual results.
",['test/did_you_mean/test_verbose_formatter.rb'],"A test that matches error messages fails due to unexpected spaces in the output, needs mechanism to handle leading and trailing spaces."
5d6c1f42d56e390732397bc115f7d7240eec5e10,1500040200,"zlib.c: fix unnormalized Fixnum

* ext/zlib/zlib.c (rb_gzfile_total_out): cast to long not to
  result in an unsigned long to normalized to Fixnum on LLP64
  platforms.  [ruby-core:81488]

git-svn-id: svn+ssh://ci.ruby-lang.org/ruby/trunk@59337 b2dd03c8-39d4-4d8f-98ff-823fe69b080e
",['ext/zlib/zlib.c'],Casting to long in zlib results in unnormalized Fixnum on LLP64 platforms.
5df321fb1dfdfc032d882f7e160279512c8078b8,1452857129,"* regint.h (PLATFORM_UNALIGNED_WORD_ACCESS): The value of
  UNALIGNED_WORD_ACCESS should be used to determine whether
  unaligned word access is allowed or not. After this commit,
  ./configure CPPFLAGS=""-DUNALIGNED_WORD_ACCESS=0"" disables
  unaligned word access even on platforms that support the feature.


git-svn-id: svn+ssh://ci.ruby-lang.org/ruby/trunk@53543 b2dd03c8-39d4-4d8f-98ff-823fe69b080e
",['regint.h'],"Disabling unaligned word access using CPPFLAGS=""-DUNALIGNED_WORD_ACCESS=0"" doesn't function correctly, even on platforms with native support."
5f2c4e344dc2f19aab54523ae418800b08adaa61,1636026244,"[ruby/net-http] Reset keep_alive timer on new connection

The last_communicated timestamp is for HTTP persistent connection, to
decide whether the current TCP connection may be reused for the
subsequent requests or not. Naturally, the timer must be reset if the
connection is recreated since it is no longer relevant.

https://github.com/ruby/net-http/commit/0a013de42d
","['lib/net/http.rb', 'test/net/http/test_http.rb']","The keep_alive timer is not resetting when a new HTTP persistent connection is created, causing incorrect decisions on reusing TCP connections for subsequent requests."
612985f5bf2690cfb1e3eddd340030d39fa97fba,1518012504,"mjit.c: fix -Wdiscarded-qualifiers warning

../mjit.c: In function ‘system_tmpdir’:
../mjit.c:1231:9: warning: assignment discards ‘const’ qualifier from pointer target type [-Wdiscarded-qualifiers]
  tmpdir = ""/tmp"";
         ^
../mjit.c: At top level:

git-svn-id: svn+ssh://ci.ruby-lang.org/ruby/trunk@62288 b2dd03c8-39d4-4d8f-98ff-823fe69b080e
",['mjit.c'],"'MJIT system_tmpdir function causes a -Wdiscarded-qualifiers warning, due to an assignment discarding a 'const' qualifier from pointer target type.'"
61d9da258d0701c25f4876bb89fbbd3912b3ef98,1492387847,"gc.c: rb_threadptr_stack_check

* gc.c (rb_threadptr_stack_check): check probability of stack
  overflow for the given thread, not the current thread.

* vm_eval.c (stack_check): check the given thread, not the current
  thread.

git-svn-id: svn+ssh://ci.ruby-lang.org/ruby/trunk@58375 b2dd03c8-39d4-4d8f-98ff-823fe69b080e
","['eval_intern.h', 'gc.c', 'vm_eval.c']",The current implementation of stack overflow checks is getting applied to the current thread instead of the specified target thread.
66b327af5619a2e0de89b7d25c75f378164304d6,1592475255,"[rubygems/rubygems] Fix redundant commands

They are preceded by `install_gemfile` calls, which mean `bundle
install` is being run twice for no reason.

https://github.com/rubygems/rubygems/commit/d2b2d10862
",['spec/bundler/commands/install_spec.rb'],"`bundle install` command is being executed twice due to preceding `install_gemfile` calls, leading to redundancy."
672ee5f6ed5a6840a3be9150b6721a5ee8f8766b,1557891016,"Symbols can move so only cache IDs

IDs can't move, we need to use them to look up the symbol objects later.
",['enumerator.c'],"Symbol objects may change their location, causing issues when caching based on their initial positions, which necessitates the use of immutable IDs for lookups."
6a832cdb8d659f2206606007f73f52253d8cbae9,1508575282,"Use GetSystemTimePreciseAsFileTime on recent Windows

* win32/win32.c (gettiemeofday, wutime): use GetSystemTimePreciseAsFileTime
  instead of GetSystemTimeAsFileTime if it is available.
  This patch is based on Takehiro Kubo <kubo@jiubao.org> 's one (change only
  the name of wrapper function).  Thanks! and sorry to late
  [ruby-dev:50167] [Feature #13732]


git-svn-id: svn+ssh://ci.ruby-lang.org/ruby/trunk@60240 b2dd03c8-39d4-4d8f-98ff-823fe69b080e
",['win32/win32.c'],The current method for obtaining the system time on Windows may result in decreased precision. This might be due to using GetSystemTimeAsFileTime that does not provide the most accurate time.
6c415d0163d6d02e891b668a9adbfb07872b0c20,1539335989,"test/win32ole/test_win32ole_event.rb: wait longer

for unstable spec. I added r64963 but it couldn't rescue:
https://ci.appveyor.com/project/ruby/ruby/builds/19451743/job/hg0tyoxbacrrlnsr

Since #test_on_event is especially unstable,
https://ci.appveyor.com/project/ruby/ruby/builds/19337514/job/0wp2oe9dkr9gt1bi
https://ci.appveyor.com/project/ruby/ruby/builds/19451743/job/hg0tyoxbacrrlnsr
this commit lets it sleep longer as needed.


git-svn-id: svn+ssh://ci.ruby-lang.org/ruby/trunk@65030 b2dd03c8-39d4-4d8f-98ff-823fe69b080e
",['test/win32ole/test_win32ole_event.rb'],"The #test_on_event in test/win32ole/test_win32ole_event.rb is unstable across different builds, lacking adequate time to process or sleep."
6fd18ca51bbce302865d23632b15af53d3e8f11b,1451442539,"forwardable.rb: adjust backtrace by tail call

* lib/forwardable.rb (def_instance_delegator): adjust backtrace of
  method body by tail call optimization.  adjusting the delegated
  target is still done by deleting backtrace.
* lib/forwardable.rb (def_single_delegator): ditto.

git-svn-id: svn+ssh://ci.ruby-lang.org/ruby/trunk@53383 b2dd03c8-39d4-4d8f-98ff-823fe69b080e
","['lib/forwardable.rb', 'test/test_forwardable.rb']",Tail call optimization in def_instance_delegator and def_single_delegator methods is altering the backtrace of the method body.
77db0ca6c881b6fc705873f471fe4c52bffc0d50,1693902593,"Prevent a warning: method redefined; discarding old included

```
[ 3463/25719] JSONGeneratorTest#test_string_ext_included_calls_super/home/chkbuild/chkbuild/tmp/build/20230905T063003Z/ruby/test/json/json_generator_test.rb:411: warning: method redefined; discarding old included
/home/chkbuild/chkbuild/tmp/build/20230905T063003Z/ruby/test/json/json_generator_test.rb:399: warning: previous definition of included was here
```

http://rubyci.s3.amazonaws.com/debian10/ruby-master/log/20230905T063003Z.log.html.gz
",['test/json/json_generator_test.rb'],"Method redefinition warning in JSONGeneratorTest, causing the older version of 'included' method to be discarded."
7a2263fb389cbd0fb9cc8d86ed909b7e080ef1e7,1541488945,"mjit_worker.c: strictly control MJIT copy job

-available region. reducing risk of SEGV in mjit_copy_job_handler() like
http://ci.rvm.jp/results/trunk-mjit@silicon-docker/1446117

I'm not sure which exact part is causing ""[BUG] Segmentation fault at 0x0000000000000008""
on `(mjit_copy_job_handler+0x12) [0x564a6c4ce632] /home/ko1/ruby/src/trunk-mjit/mjit.c:26`...

mjit.c: ditto

git-svn-id: svn+ssh://ci.ruby-lang.org/ruby/trunk@65569 b2dd03c8-39d4-4d8f-98ff-823fe69b080e
","['mjit.c', 'mjit_worker.c']",Unclear cause of Segmentation fault at 0x0000000000000008 in `mjit_copy_job_handler+0x12` potentially due to lack of strict control in MJIT copy job.
7cfabe1acc55b24fc2c479a87efa71cf74e9e8fc,1690540783,"Preserve `ec` argument across `longjmp`

Fix segfault on icc 2023.2.
An optimizer may allocate this argument to a register, and it may be
clobbered by `longjmp`, e.g. exceptions.
",['load.c'],"Issues with preserving the `ec` argument across `longjmp`, leading to segfaults on icc 2023.2, potentially due to exceptions clobbering allocated registers."
7d24c27d2123c509c546c1563c01c1a01eb34f0f,1513568300,"io.c: open_key_args by rb_io_open

* io.c (open_key_args): open by rb_io_open always also when
  open_args: option is given.

From: Nobuyoshi Nakada <nobu@ruby-lang.org>

git-svn-id: svn+ssh://ci.ruby-lang.org/ruby/trunk@61314 b2dd03c8-39d4-4d8f-98ff-823fe69b080e
",['io.c'],"The `open_key_args` function does not use `rb_io_open` when the `open_args` option is provided, causing inconsistent behaviour in file opening."
8275cad1e1646a2b301962313dc3e8ff1deb87b3,1671473606,"Fix buffer overrun when re-embedding objects

We eagerly set the new shape of an object when moving an object during
compaction. This new shape may have a different capacity than the
current original shape capacity. This means that we cannot copy from the
original buffer using size of the new capacity. Instead, we should use
the ivar count (which is less than or equal to both the new and original
capacities).

Co-Authored-By: Matt Valentine-House <matt@eightbitraptor.com>
",['gc.c'],Object reshaping during compaction leads to buffer overrun due to mismatch in capacities between new and original shape.
83498854eb5a824f1f83c31fac18c9279f9ee10d,1567401605,"Make Enumerator::Lazy#with_index be lazy

Previously, Enumerator::Lazy#with_index was not defined, so it
picked up the default implementation from Enumerator, which was
not lazy.

Based on earlier patch from nobu.

Fixes [Bug #7877]
","['enumerator.c', 'test/ruby/test_lazy_enumerator.rb']","The default implementation of Enumerator::Lazy#with_index from Enumerator is not lazy, contrary to expected behavior."
83dc06601fd29cc0bb7be5e4aa4f5fff4b53ae20,1491904013,"Import gemspec from ruby/etc.

  * Update configuraiton for gem release.
  * Bump version to 0.2.1. Because 0.2.0 is already reserved on rubygems.org

git-svn-id: svn+ssh://ci.ruby-lang.org/ruby/trunk@58315 b2dd03c8-39d4-4d8f-98ff-823fe69b080e
",['ext/etc/etc.gemspec'],"The current version 0.2.0 of the Ruby gem is already reserved on rubygems.org, which prevents the gem from being released or updated."
88a37dc62099b49e71a05342460da4061d5f23dd,1566921375,"Stop passing CC_LIBS in compile_c_to_o

To fix ""gcc: -lgcc: linker input file unused because linking not done"" in
https://rubyci.org/logs/rubyci.s3.amazonaws.com/openbsd65/ruby-master/log/20190826T200009Z.log.html.gz

Still I'm intentionally leaving CC_DLDFLAGS_ARGS because making compiler
options different might result in compile/link failure. (Of course
CC_DLDFLAGS_ARGS usually should not have compiler options, but it might
include by bad configure setup)

The same problem may exist in MJIT_LIBS used inside CC_LIBS as well, but
I just ignored that case because it impacts only MinGW / cygwin, hoping
that their users do not perform a wrong configure.
",['mjit_worker.c'],"When passing CC_LIBS in compile_c_to_o, gcc linker input file remains unused due to incomplete linking, causing issues in certain configurations."
8d9a9aab67d6d517995532737a37379c20dc7f76,1542698848,"thread_pthread.c (rb_reserved_fd_p): false-positive on negative FD

Negative-numbered FDs are never valid FDs on POSIX-like
platforms, and we initialize our self-pipes/eventfd values
to ""-1"", so stop treating -1 as a reserved FD if our system
is too low on resources to allocate FDs at startup.

git-svn-id: svn+ssh://ci.ruby-lang.org/ruby/trunk@65832 b2dd03c8-39d4-4d8f-98ff-823fe69b080e
",['thread_pthread.c'],"Negative numbered File Descriptors (FDs), especially -1, are being mistakenly recognized as reserved FDs during low-resource conditions, despite being invalid on POSIX-like platforms."
